trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.9, 'e': 0.19518165776467544}",20,2,25.553476927344732,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.9, 'e': 0.1930436340386892}",20,16,8.794044810734093,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.9, 'e': 0.19094054879846142}",20,7,-20.951129709514426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.9, 'e': 0.18887164490770894}",25,18,4.001157682624324,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.9, 'e': 0.18683618562903712}",25,11,15.922908204084134,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.9, 'e': 0.1848334539679677}",20,9,19.771674749714464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.9, 'e': 0.1828627520414455}",20,12,12.981482159704052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.9, 'e': 0.1809234004697857}",25,13,23.127139216904293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.9, 'e': 0.1790147377910718}",25,11,12.414694336805063,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.9, 'e': 0.1771361198970626}",30,12,28.8534421488415,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.9, 'e': 0.1752869194897099}",30,0,39.93365808994364,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.9, 'e': 0.17346652555743025}",20,0,30.29145853763146,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.9, 'e': 0.17167434287031505}",20,5,11.905251392495876,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.9, 'e': 0.16990979149350013}",20,10,7.385621722787631,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.9, 'e': 0.1681723063179517}",20,0,20.969144427555694,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.9, 'e': 0.16646133660796056}",25,14,14.462797102031134,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.9, 'e': 0.16477634556466753}",25,17,8.481919140035693,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.9, 'e': 0.16311680990497446}",20,1,20.31355928462582,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.9, 'e': 0.16148221945522415}",30,18,22.05455624747905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.9, 'e': 0.1598720767590602}",30,2,25.15338691038992,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.9, 'e': 0.1582858966989038}",20,4,-3.0256418391037547,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
203,False,"{'a': 0.9, 'e': 0.15672320613051}",25,0,-18.22404788951303,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
204,False,"{'a': 0.9, 'e': 0.1551835435300893}",30,14,25.66975654828517,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.9, 'e': 0.15366645865350345}",25,7,-14.023812866845303,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
206,False,"{'a': 0.9, 'e': 0.1521715122070652}",25,7,18.49707938047762,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.9, 'e': 0.15069827552949308}",20,10,5.359019131089273,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.9, 'e': 0.14924633028459108}",30,24,9.862786134426754,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.9, 'e': 0.14781526816424187}",20,9,17.56232227977614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.9, 'e': 0.1464046906013199}",20,0,31.701014934241,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.9, 'e': 0.14501420849214763}",20,13,-4.382045516749908,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.9, 'e': 0.1436434419281341}",20,10,16.0111142686479,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.9, 'e': 0.14229201993624987}",20,14,10.145061480353705,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.9, 'e': 0.140959580228008}",20,16,8.435214242516984,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.9, 'e': 0.13964576895663336}",20,8,-19.587251915385398,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.9, 'e': 0.1383502404821169}",35,14,-5.368960596193012,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.9, 'e': 0.13707265714386316}",25,11,11.466380241690164,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.9, 'e': 0.13581268904065225}",35,18,16.089074456007836,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.9, 'e': 0.1345700138176485}",20,15,1.9894735556072995,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.9, 'e': 0.13334431646019856}",20,8,8.918799350147326,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.9, 'e': 0.13213528909417374}",20,8,21.07274869194463,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.9, 'e': 0.13094263079261909}",25,17,-6.489143746315685,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
223,False,"{'a': 0.9, 'e': 0.12976604738848369}",25,11,16.978519497870174,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.9, 'e': 0.12860525129321365}",20,14,10.605239341599432,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.9, 'e': 0.12745996132099954}",30,20,17.46737861639534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.9, 'e': 0.12632990251847762}",30,16,26.053048930389675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.9, 'e': 0.12521480599969187}",30,22,15.682356949706964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.9, 'e': 0.12411440878613286}",20,15,3.698524325286207,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.9, 'e': 0.1230284536516746}",20,3,29.590330011280063,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.9, 'e': 0.12195668897223957}",30,10,13.692298464717657,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.9, 'e': 0.12089886858002766}",20,5,17.497386290009118,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.9, 'e': 0.11985475162215103}",25,11,25.079976797938578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.9, 'e': 0.11882410242352388}",30,20,17.856988702008728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.9, 'e': 0.1178066903538609}",20,7,6.449734470581818,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.9, 'e': 0.11680228969864478}",20,10,5.0237834026003325,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.9, 'e': 0.11581067953392737}",25,19,10.713716722084666,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.9, 'e': 0.11483164360483564}",20,7,-20.6153546701346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
238,False,"{'a': 0.9, 'e': 0.11386497020765687}",20,8,22.752216222893946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.9, 'e': 0.11291045207538378}",20,13,10.787689554864517,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.9, 'e': 0.11196788626660342}",20,4,-38.93061898129532,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
241,False,"{'a': 0.9, 'e': 0.11103707405761935}",30,9,22.968679345500092,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.9, 'e': 0.11011782083769917}",30,16,25.947550175214147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.9, 'e': 0.1092099360073452}",20,3,28.25180875663707,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.9, 'e': 0.10831323287948846}",30,12,25.629660380705086,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.9, 'e': 0.10742752858351041}",20,6,-3.176487920986867,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
246,False,"{'a': 0.9, 'e': 0.10655264397200057}",25,6,28.702352623750762,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.9, 'e': 0.10568840353016108}",20,16,6.353936833031044,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.9, 'e': 0.10483463528777259}",20,11,18.168869943799464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.9, 'e': 0.10399117073363932}",20,14,14.078909790177274,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.9, 'e': 0.1031578447324335}",35,5,-18.135494409714575,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",1
251,False,"{'a': 0.9, 'e': 0.10233449544386287}",25,11,16.458160833152313,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.9, 'e': 0.10152096424408724}",20,6,24.732587683910324,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.9, 'e': 0.10071709564931283}",20,7,8.737418875046671,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.9, 'e': 0.09992273724149571}",25,18,-0.6086346817161592,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.9, 'e': 0.09913773959608832}",20,8,0.2806387896251479,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.9, 'e': 0.09836195621176459}",20,16,5.787138660085758,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.9, 'e': 0.09759524344206248}",20,16,5.751329922726002,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.9, 'e': 0.09683746042888414}",25,19,0.5821451145068135,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.9, 'e': 0.09608846903779623}",20,8,20.371777830968934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.9, 'e': 0.095348133795075}",20,12,4.7971598715302735,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.9, 'e': 0.09461632182644245}",25,11,11.39395906693947,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.9, 'e': 0.09389290279744204}",25,10,-14.952923965254485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.9, 'e': 0.09317774885540378}",25,13,20.65706311822119,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.9, 'e': 0.09247073457295056}",20,12,16.844373205425676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.9, 'e': 0.09177173689299918}",30,19,20.57372032444095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.9, 'e': 0.09108063507521101}",20,12,15.251029631007052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.9, 'e': 0.09039731064384868}",25,11,29.723671921137807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.9, 'e': 0.08972164733699683}",20,6,24.224159997335548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.9, 'e': 0.0890535310571065}",30,11,22.308743834256358,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.9, 'e': 0.08839284982282351}",20,8,9.576699604529507,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.9, 'e': 0.08773949372206298}",20,11,14.70741215199035,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.9, 'e': 0.08709335486629363}",20,8,21.852491055325203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.9, 'e': 0.08645432734599577}",25,19,8.678424316586105,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.9, 'e': 0.08582230718725917}",20,14,10.048237257220425,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.9, 'e': 0.08519719230948725}",25,13,23.364702713866645,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.9, 'e': 0.08457888248417575}",25,13,20.53966078008224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.9, 'e': 0.08396727929473455}",25,16,17.126966771990006,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.9, 'e': 0.08336228609732275}",20,12,10.126406152539294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.9, 'e': 0.08276380798266783}",20,5,27.450150459691578,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.9, 'e': 0.08217175173884081}",30,20,18.021549893695408,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.9, 'e': 0.08158602581496001}",20,16,6.050541825131826,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.9, 'e': 0.08100654028579721}",20,11,17.321500987049703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.9, 'e': 0.08043320681726046}",25,10,23.401863470854583,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.9, 'e': 0.07986593863272912}",20,6,25.262265542699165,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.9, 'e': 0.07930465048021666}",30,14,27.978144220278356,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.9, 'e': 0.07874925860033867}",20,11,17.47362403746062,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.9, 'e': 0.07819968069506303}",20,12,-34.677898436041886,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
288,False,"{'a': 0.9, 'e': 0.07765583589722089}",25,10,22.176112653652346,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.9, 'e': 0.0771176447407571}",25,16,16.19012083995169,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.9, 'e': 0.07658502913169982}",25,8,4.434906184611308,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.9, 'e': 0.07605791231982946}",30,18,25.019270353123858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.9, 'e': 0.07553621887102774}",25,13,19.980965008898337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.9, 'e': 0.07501987464028832}",20,4,26.159679785831404,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.9, 'e': 0.07450880674537093}",20,10,13.78028211903547,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.9, 'e': 0.07400294354108153}",25,18,11.65045925751557,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.9, 'e': 0.07350221459416163}",20,14,12.846731228691873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.9, 'e': 0.07300655065877021}",25,13,21.18950110580951,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.9, 'e': 0.07251588365254236}",25,11,14.095870834171228,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.9, 'e': 0.07203014663320935}",25,11,21.439132065303742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.9, 'e': 0.07154927377576478}",20,7,11.223118300922588,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.0710732003501627}",20,12,16.47029570957468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.9, 'e': 0.07060186269953313}",20,12,16.85893664401438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.9, 'e': 0.07013519821890186}",20,16,8.189651607136781,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.9, 'e': 0.06967314533440065}",25,18,13.925653185387805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.9, 'e': 0.06921564348295535}",30,8,29.932362270841434,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.9, 'e': 0.06876263309243932}",25,14,20.16931174694526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.9, 'e': 0.06831405556227994}",25,17,16.922018395021922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.9, 'e': 0.06786985324450656}",20,11,4.325357490790734,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.9, 'e': 0.06742996942522822}",20,15,10.28589037193438,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.9, 'e': 0.06699434830653035}",25,11,2.3376381288363683,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.9, 'e': 0.06656293498877941}",25,17,13.957508504309587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.9, 'e': 0.06613567545332501}",25,17,16.75206147802445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.9, 'e': 0.06571251654558952}",30,22,8.79837486515752,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.9, 'e': 0.06529340595853511}",35,23,24.451032765291284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.9, 'e': 0.06487829221649864}",20,12,14.284959840619367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.9, 'e': 0.0644671246593852}",25,19,9.102589229458145,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.06405985342721103}",20,15,7.813361801623999,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.9, 'e': 0.06365642944498728}",20,10,16.14776578432556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.9, 'e': 0.06325680440793582}",25,12,20.135643186801598,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.06286093076702881}",20,7,26.210243342889406,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.9, 'e': 0.06246876171484424}",30,18,20.446469637114028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.9, 'e': 0.062080251171729085}",25,20,9.041538783701672,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.9, 'e': 0.06169535377226296}",20,8,12.452507143110402,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.061314024852014426}",25,10,17.413939326306934,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.9, 'e': 0.060936220434582994}",20,9,17.400317436102313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.9, 'e': 0.06056189721891975}",30,23,13.993467628151222,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.9, 'e': 0.060191012566919645}",25,15,18.694727302694396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.9, 'e': 0.0598235244912791}",20,13,10.738159749485193,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.05945939164361205}",25,19,13.81134531001661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.9, 'e': 0.05909857330281865}",20,15,10.092454917201962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.05874102936370001}",20,14,12.340553224923097,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.05838672032581353}",30,4,28.6800883194331,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.05803560728256264}",35,18,31.74763538408189,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.9, 'e': 0.057687651910515524}",25,11,7.493283684268539,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.9, 'e': 0.057342816458947336}",25,14,22.46126444744127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.9, 'e': 0.05700106373960053}",20,8,22.1202884265234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.9, 'e': 0.056662357116658194}",25,12,23.892268227003086,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.9, 'e': 0.05632666049692521}",30,20,15.175233405230543,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.9, 'e': 0.0559939383202125}",25,18,12.323414280308333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.9, 'e': 0.05566415554991948}",20,16,9.705607278085994,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.9, 'e': 0.05533727766380995}",20,10,12.676900474924498,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.9, 'e': 0.05501327064497723}",25,11,25.436404859193487,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.9, 'e': 0.05469210097299366}",20,11,5.218604244942932,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.9, 'e': 0.054373735615240636}",35,17,35.43745014084311,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.9, 'e': 0.05405814201841464}",20,8,13.625969436881242,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.9, 'e': 0.05374528810020535}",30,4,41.743487323342436,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.9, 'e': 0.05343514224114184}",25,5,30.590090649187925,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.9, 'e': 0.053127673276603}",20,15,-33.928900136082305,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.9, 'e': 0.05282285048898836}",25,15,14.513305803303291,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.9, 'e': 0.05252064360004574}",25,13,20.773736408127434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.9, 'e': 0.05222102276335202}",25,19,14.299774075320792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.9, 'e': 0.05192395855694372}",20,2,28.117951515950818,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.9, 'e': 0.051629421976093756}",20,6,24.364008431914367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.9, 'e': 0.05133738442623134}",20,11,16.592263836525447,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.9, 'e': 0.051047817716001524}",25,13,24.12321240349936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.9, 'e': 0.05076069405046146}",35,28,14.297273594824304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.9, 'e': 0.05047598602441022}",30,17,25.435951757642076,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.050193666615849085}",20,14,15.75638451858366,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.049913709179569686}",20,9,22.530470614376817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.9, 'e': 0.04963608744086677}",30,20,21.57807030574218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.9, 'e': 0.04936077548937316}",20,7,17.249033551450285,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.9, 'e': 0.04908774777301401}",20,11,17.57448017939112,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.9, 'e': 0.048816979092077724}",20,8,22.86385861159087,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.9, 'e': 0.0485484445934012}",25,18,11.79464814721496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.9, 'e': 0.04828211976466649}",30,16,10.319119243322422,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.9, 'e': 0.04801798042880687}",25,13,23.972036691754386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
